date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:14:49	171270/171270	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:07%20GMT	https://checking.tabgraphix.net/check-safe-location/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/check-safe-location/index.html	(from https://checking.tabgraphix.net/)
19:14:49	217765/217765	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:06%20GMT	https://checking.tabgraphix.net/business-planning/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/business-planning/index.html	(from https://checking.tabgraphix.net/)
19:14:49	1049548/1049548	---MC-	200	added ('OK')	application/json	date:Tue,%2007%20Feb%202023%2014:13:03%20GMT	https://checking.tabgraphix.net/wp-json/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-json/index.html	(from https://checking.tabgraphix.net/)
19:14:50	12652/12652	---M-Z	200	added ('OK')	application/javascript	etag:%223761bc0-316c-5f264450e1916-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.2	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/contact-form-7/includes/js/index9f31.js	(from https://checking.tabgraphix.net/)
19:14:50	190772/190772	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:07%20GMT	https://checking.tabgraphix.net/tax-strategy/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/tax-strategy/index.html	(from https://checking.tabgraphix.net/)
19:14:51	217747/217747	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:08%20GMT	https://checking.tabgraphix.net/financial-advices/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/financial-advices/index.html	(from https://checking.tabgraphix.net/)
19:14:52	128805/128805	---M-Z	200	added ('OK')	application/javascript	etag:%223763882-1f725-5f26445f6dc4b-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.18	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/revslider/public/assets/js/rbtools.min8331.js	(from https://checking.tabgraphix.net/)
19:14:52	217752/217752	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:08%20GMT	https://checking.tabgraphix.net/insurance-strategy/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/insurance-strategy/index.html	(from https://checking.tabgraphix.net/)
19:14:52	194144/194144	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:09%20GMT	https://checking.tabgraphix.net/faq/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/faq/index.html	(from https://checking.tabgraphix.net/)
19:14:52	217757/217757	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:09%20GMT	https://checking.tabgraphix.net/manage-investment/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/manage-investment/index.html	(from https://checking.tabgraphix.net/)
19:14:53	9505/9505	---M-Z	200	added ('OK')	application/javascript	etag:%224521605-2521-5f264474c8ae8-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.3.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min0c29.js	(from https://checking.tabgraphix.net/)
19:14:53	188992/188992	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2014:13:11%20GMT	https://checking.tabgraphix.net/contact/	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/contact/index.html	(from https://checking.tabgraphix.net/)
19:14:53	391726/391726	---MCZ	200	added ('OK')	application/javascript	etag:%223763884-5fa2e-5f26445fb5ca9-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.31	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/revslider/public/assets/js/rs6.min9f6d.js	(from https://checking.tabgraphix.net/)
19:14:53	3029/3029	---M-Z	200	added ('OK')	application/javascript	etag:%224521626-bd5-5f264474c9a89-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.3.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9156.js	(from https://checking.tabgraphix.net/)
19:14:54	1834/1834	---M-Z	200	added ('OK')	application/javascript	etag:%22452162d-72a-5f264474c9e71-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.3.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min5a70.js	(from https://checking.tabgraphix.net/)
19:14:54	2139/2139	---M-Z	200	added ('OK')	application/javascript	etag:%224521610-85b-5f264474c8ed1-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.3.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min9156.js	(from https://checking.tabgraphix.net/)
19:14:55	2938/2938	---M-Z	200	added ('OK')	application/javascript	etag:%224521608-b7a-5f264474c8ae8-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.3.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min9156.js	(from https://checking.tabgraphix.net/)
19:14:55	21162/21162	---M-Z	200	added ('OK')	application/javascript	etag:%2237621b6-52aa-5f264458c0426-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/popper.min.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/popper.min5139.js	(from https://checking.tabgraphix.net/)
19:14:55	5719/5719	---M-Z	200	added ('OK')	application/javascript	etag:%2237621bc-1657-5f264458c080e-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/headding-title.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/headding-title5139.js	(from https://checking.tabgraphix.net/)
19:14:56	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%2237621be-a76f-5f264458c0bf6-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/slick.min.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/slick.min5139.js	(from https://checking.tabgraphix.net/)
19:14:56	181109/181109	---M-Z	200	added ('OK')	application/javascript	etag:%2237621b0-2c375-5f264458c003e-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/materialize.min.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/materialize.min5139.js	(from https://checking.tabgraphix.net/)
19:14:56	5666/5666	---M-Z	200	added ('OK')	application/javascript	etag:%2237621b9-1622-5f264458c080e-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/tilt.jquery.min.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/tilt.jquery.min5139.js	(from https://checking.tabgraphix.net/)
19:14:57	520329/520329	---MCZ	200	added ('OK')	application/javascript	etag:%2237621b8-7f089-5f264458c080e-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/jquery-ui.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/jquery-ui5139.js	(from https://checking.tabgraphix.net/)
19:14:57	5543/5543	---M-Z	200	added ('OK')	application/javascript	etag:%2237621c1-15a7-5f264458c0bf6-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/jQuery-plugin-progressbar.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/jQuery-plugin-progressbar5139.js	(from https://checking.tabgraphix.net/)
19:14:58	5629/5629	---M-Z	200	added ('OK')	application/javascript	etag:%2237219b5-15fd-5a7fbb57c37c0-gzip%22	https://checking.tabgraphix.net/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-includes/js/imagesloaded.mineda1.js	(from https://checking.tabgraphix.net/)
19:14:58	2719/2719	---M-Z	200	added ('OK')	application/javascript	etag:%2237621bf-a9f-5f264458c0bf6-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/custom.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/js/custom5139.js	(from https://checking.tabgraphix.net/)
19:14:58	15514/15514	---M-Z	200	added ('OK')	application/javascript	etag:%223742d0f-3c9a-5f264426e6063-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/modernizr-2.8.3.min.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/modernizr-2.8.3.min4a7d.js	(from https://checking.tabgraphix.net/)
19:14:59	48944/48944	---M-Z	200	added ('OK')	application/javascript	etag:%223742d0e-bf30-5f264426e6063-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/bootstrap.min.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/bootstrap.min4a7d.js	(from https://checking.tabgraphix.net/)
19:14:59	42772/42772	---M-Z	200	added ('OK')	application/javascript	etag:%223742d13-a714-5f264426e6063-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/owl.carousel.min.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/owl.carousel.min4a7d.js	(from https://checking.tabgraphix.net/)
19:14:59	1835/1835	---M-Z	200	added ('OK')	application/javascript	etag:%223742d11-72b-5f264426e6063-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/classie.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/classie5139.js	(from https://checking.tabgraphix.net/)
19:15:00	8058/8058	---M-Z	200	added ('OK')	application/javascript	etag:%223742d15-1f7a-5f264426e644b-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/waypoints.min.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/waypoints.min4a7d.js	(from https://checking.tabgraphix.net/)
19:15:00	1188/1188	---M-Z	200	added ('OK')	application/javascript	etag:%223742d14-4a4-5f264426e6063-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/waypoints-sticky.min.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/waypoints-sticky.min4a7d.js	(from https://checking.tabgraphix.net/)
